uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
uniqueid_2878,No,Rural,Yes,5.0,28,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_8562,No,Rural,No,2.0,87,Female,Other relative,Widowed,No formal education,Government Dependent
uniqueid_5636,No,Rural,Yes,2.0,24,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_643,No,Rural,Yes,7.0,16,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_4153,Yes,Rural,Yes,6.0,38,Female,Spouse,Married/Living together,Secondary education,Formally employed Government
uniqueid_5356,No,Rural,Yes,1.0,44,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_5081,No,Rural,Yes,2.0,30,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_4782,No,Rural,Yes,6.0,38,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_3871,No,Urban,Yes,8.0,18,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_1221,No,Rural,Yes,4.0,33,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_8576,No,Rural,Yes,4.0,55,Female,Head of Household,Widowed,No formal education,Informally employed
uniqueid_6727,No,Rural,Yes,2.0,60,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_6645,No,Rural,No,,84,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_6060,No,Rural,Yes,6.0,45,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_3214,No,Rural,No,,83,Female,Head of Household,Widowed,No formal education,Government Dependent
uniqueid_6286,No,Rural,Yes,3.0,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_3058,No,Rural,Yes,7.0,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_3065,No,Rural,Yes,6.0,45,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_3796,No,Rural,Yes,4.0,26,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_2529,No,Rural,Yes,7.0,38,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
uniqueid_6539,No,Rural,Yes,6.0,59,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_5142,No,Rural,Yes,5.0,26,Female,Child,Single/Never Married,Primary education,Remittance Dependent
uniqueid_87,No,Rural,Yes,4.0,27,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_4623,No,Urban,Yes,8.0,43,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
uniqueid_3615,No,Rural,Yes,2.0,21,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_6530,No,Rural,Yes,4.0,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4104,No,Rural,Yes,4.0,40,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_6166,No,Rural,Yes,3.0,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_8016,No,Rural,Yes,5.0,40,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
uniqueid_444,No,Rural,No,6.0,32,Female,Child,Divorced/Seperated,Primary education,Informally employed
uniqueid_8606,No,Urban,Yes,3.0,26,Female,Spouse,Married/Living together,Primary education,Self employed
uniqueid_8626,No,Rural,Yes,5.0,21,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_4574,No,Urban,No,3.0,73,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_3964,No,Rural,No,2.0,65,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_3175,No,Rural,Yes,7.0,33,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_3670,No,Rural,Yes,4.0,18,Male,Child,Single/Never Married,Primary education,Self employed
uniqueid_5239,No,Rural,Yes,6.0,57,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4446,Yes,Urban,Yes,6.0,32,Male,Head of Household,Married/Living together,Secondary education,Self employed
uniqueid_2399,No,Rural,No,5.0,24,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_7241,No,Urban,Yes,3.0,38,Female,Spouse,Married/Living together,Secondary education,Informally employed
uniqueid_7523,No,Rural,Yes,6.0,19,Female,Child,Single/Never Married,Secondary education,Formally employed Government
uniqueid_8725,No,Rural,Yes,5.0,41,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5755,No,Rural,Yes,4.0,21,Male,Child,Single/Never Married,Secondary education,Self employed
uniqueid_2491,No,Rural,Yes,7.0,50,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_6377,No,Rural,Yes,2.0,83,Male,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_1174,No,Rural,Yes,5.0,32,Male,Head of Household,Married/Living together,Primary education,Other Income
uniqueid_3601,No,Rural,Yes,4.0,60,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_8654,No,Rural,Yes,5.0,25,Male,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_2916,No,Rural,Yes,2.0,76,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_8019,No,Rural,Yes,3.0,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3459,No,Rural,Yes,3.0,21,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_2508,Yes,Rural,No,2.0,24,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_2233,No,Urban,Yes,4.0,26,Female,Spouse,Married/Living together,Primary education,Other Income
uniqueid_1044,No,Rural,Yes,4.0,47,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_4551,No,Rural,Yes,4.0,65,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3852,No,Rural,Yes,6.0,29,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_8209,No,Rural,Yes,1.0,70,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_6366,No,Rural,Yes,1.0,29,Male,Head of Household,Widowed,Primary education,Informally employed
uniqueid_3508,No,Urban,Yes,7.0,56,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_6186,No,Urban,Yes,,39,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
uniqueid_2507,No,Rural,No,4.0,64,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_221,No,Rural,Yes,5.0,16,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_2795,No,Rural,Yes,3.0,75,Female,Head of Household,Widowed,Primary education,Remittance Dependent
uniqueid_5859,No,Urban,Yes,,30,Female,Spouse,Married/Living together,Secondary education,Self employed
uniqueid_6726,No,Rural,Yes,,25,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_5478,No,Rural,Yes,4.0,30,Male,Head of Household,Married/Living together,No formal education,Self employed
uniqueid_4163,No,Rural,Yes,,49,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
uniqueid_1989,No,Rural,Yes,3.0,23,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_6752,No,Rural,Yes,4.0,35,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_1072,No,Rural,No,7.0,46,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_6044,Yes,Rural,Yes,4.0,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_278,No,Urban,Yes,5.0,28,Male,Head of Household,Married/Living together,No formal education,Self employed
uniqueid_625,No,Rural,Yes,7.0,40,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_2742,No,Rural,Yes,,84,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_5904,No,Rural,Yes,,19,Male,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_8165,No,Rural,No,7.0,56,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1663,No,Rural,Yes,4.0,35,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_1772,No,Rural,Yes,7.0,36,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5697,No,Rural,Yes,8.0,45,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_5240,No,Rural,Yes,5.0,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_1798,No,Rural,Yes,6.0,19,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_3233,No,Rural,Yes,5.0,37,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_8340,No,Urban,Yes,6.0,59,Male,Head of Household,Married/Living together,Secondary education,Other Income
uniqueid_5227,No,Rural,No,1.0,35,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_8217,No,Urban,Yes,3.0,52,Male,Head of Household,Divorced/Seperated,No formal education,Informally employed
uniqueid_6734,No,Rural,Yes,5.0,18,Female,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_344,Yes,Rural,Yes,1.0,37,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_1954,No,Rural,No,3.0,66,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_5319,No,Rural,No,3.0,18,Female,Child,Single/Never Married,Primary education,Informally employed
uniqueid_6570,No,Rural,Yes,6.0,35,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_4450,No,Rural,Yes,3.0,19,Female,Other relative,Single/Never Married,Primary education,Farming and Fishing
uniqueid_5924,No,Rural,Yes,4.0,42,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_2241,No,Rural,Yes,6.0,34,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_8448,No,Rural,Yes,7.0,50,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1405,No,Rural,Yes,7.0,63,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_7726,No,Rural,Yes,6.0,32,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_3355,No,Rural,Yes,1.0,74,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_5638,Yes,Rural,Yes,7.0,35,Male,Spouse,Married/Living together,Secondary education,Dont Know/Refuse to answer
uniqueid_126,No,Rural,No,4.0,21,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_6860,Yes,Rural,Yes,4.0,39,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
uniqueid_2012,No,Rural,Yes,1.0,54,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_4218,No,Urban,Yes,7.0,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_5181,No,Rural,No,1.0,68,Female,Head of Household,Widowed,No formal education,Informally employed
uniqueid_2979,No,Rural,No,5.0,60,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_5872,No,Urban,No,6.0,77,Female,Head of Household,Widowed,Primary education,Other Income
uniqueid_6234,No,Rural,Yes,5.0,27,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_1138,Yes,Urban,Yes,7.0,39,Male,Head of Household,Married/Living together,Tertiary education,Informally employed
uniqueid_2769,No,Rural,Yes,3.0,29,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_5129,No,Rural,Yes,5.0,33,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_8312,No,Rural,Yes,5.0,36,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_4088,No,Rural,Yes,6.0,65,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_3531,No,Rural,Yes,5.0,19,Male,Other relative,Single/Never Married,Primary education,Informally employed
uniqueid_8176,No,Urban,Yes,6.0,32,Female,Spouse,Married/Living together,Primary education,Formally employed Private
uniqueid_930,No,Rural,No,4.0,62,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_786,No,Rural,Yes,5.0,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_6957,No,Rural,Yes,7.0,60,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_5311,No,Rural,Yes,8.0,23,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_2730,No,Rural,Yes,6.0,39,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_2903,No,Rural,Yes,5.0,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_6592,No,Rural,Yes,2.0,27,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_7888,No,Rural,No,8.0,49,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_8501,No,Rural,Yes,3.0,41,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_7555,Yes,Urban,Yes,2.0,22,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_925,No,Rural,Yes,3.0,30,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_1661,No,Rural,Yes,4.0,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3356,No,Urban,Yes,5.0,18,Female,Other non-relatives,Single/Never Married,Primary education,Remittance Dependent
uniqueid_2822,No,Urban,Yes,2.0,48,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_7463,No,Rural,Yes,6.0,36,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5560,Yes,Rural,Yes,5.0,43,Female,Spouse,Married/Living together,Secondary education,Self employed
uniqueid_2552,No,Urban,No,4.0,22,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_6923,No,Urban,Yes,5.0,35,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_4989,No,Urban,Yes,2.0,67,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_6819,No,Rural,Yes,,49,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_995,No,Rural,Yes,5.0,48,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
uniqueid_4386,No,Urban,Yes,6.0,30,Male,Parent,Married/Living together,Primary education,Informally employed
uniqueid_6838,Yes,Rural,Yes,3.0,30,Female,Spouse,Married/Living together,Secondary education,Informally employed
